#OTU ID	magic.0040.S71.R1.001	magic.0112.S49.R1.001	magic.0134.S97.R1.001	magic.0317.S53.R1.001	magic.0020.S23.R1.001	magic.0402.S78.R1.001	magic.0232.S75.R1.001	magic.0315.S29.R1.001	magic.0435.S43.R1.001	magic.0018.S106.R1.001	magic.0124.S61.R1.001	magic.0150.S50.R1.001	magic.0532.S92.R1.001	magic.0030.S59.R1.001	magic.0079.S84.R1.001	magic.0013.S58.R1.001	magic.0132.S85.R1.001	magic.0316.S41.R1.001	magic.0374.S54.R1.001	magic.0001.S22.R1.001	magic.0243.S99.R1.001	magic.0173.S98.R1.001	magic.0542.S57.R1.001	magic.0146.S109.R1.001	magic.0100.S96.R1.001	magic.0537.S104.R1.001	magic.0156.S62.R1.001	magic.0244.S111.R1.001	magic.0456.S79.R1.001	magic.0339.S30.R1.001	magic.0053.S24.R1.001	magic.0367.S42.R1.001	magic.0016.S82.R1.001	magic.0164.S74.R1.001	magic.0231.S63.R1.001	magic.0551.S105.R1.001	magic.0048.S83.R1.001	magic.0331.S77.R1.001	magic.0440.S55.R1.001	magic.0004.S34.R1.001	magic.0531.S80.R1.001	magic.0179.S110.R1.001	magic.0526.S56.R1.001	magic.0539.S33.R1.001	magic.0075.S60.R1.001	magic.0149.S38.R1.001	magic.0242.S87.R1.001	magic.0514.S44.R1.001	magic.0246.S28.R1.001	magic.0017.S94.R1.001	magic.0078.S72.R1.001	magic.0011.S46.R1.001	magic.0109.S25.R1.001	magic.0131.S73.R1.001	magic.0552.S117.R1.001	magic.0465.S91.R1.001	magic.0015.S70.R1.001	magic.0527.S68.R1.001	magic.0021.S35.R1.001	magic.0063.S48.R1.001	magic.0396.S66.R1.001	magic.0337.S113.R1.001	magic.0471.S103.R1.001	magic.0428.S102.R1.001	magic.0547.S81.R1.001	magic.0287.S76.R1.001	magic.0272.S52.R1.001	magic.0148.S26.R1.001	magic.0110.S37.R1.001	magic.0050.S95.R1.001	magic.0307.S112.R1.001	magic.0170.S86.R1.001	magic.0268.S40.R1.001	magic.0417.S90.R1.001	magic.0300.S100.R1.001	magic.0538.S116.R1.001	magic.0334.S89.R1.001	magic.0290.S88.R1.001	magic.0541.S45.R1.001	magic.0278.S64.R1.001	magic.0335.S101.R1.001	magic.0059.S36.R1.001	magic.0549.S93.R1.001	magic.0217.S51.R1.001	magic.0543.S69.R1.001	magic.0322.S65.R1.001	magic.0433.S31.R1.001	magic.0429.S114.R1.001	magic.0473.S115.R1.001	magic.0189.S39.R1.001	magic.0028.S47.R1.001	magic.0101.S108.R1.001	magic.0185.S27.R1.001	magic.0484.S32.R1.001	Postive.Control.S107.R1.001	Blank.S67.R1.001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__Hespellia stercorisuis;t__Hespellia stercorisuis DSM 15480	0	2	1	109	0	0	21	0	41	0	0	0	0	0	84	0	0	2	138	0	32	0	0	1	0	8	13	42	0	65	0	0	0	17	0	0	0	0	1	0	25	71	0	0	0	22	0	5	4	0	0	0	0	0	6	1	0	2	0	0	0	0	38	0	0	0	1	0	0	0	14	0	2	0	2	0	1	0	30	7	24	0	63	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium	0	0	2	0	0	2	7	0	19	0	0	0	0	0	1	0	0	1	37	0	1	0	0	34	0	2	0	4	0	15	0	0	0	3	0	0	0	1	0	0	10	0	0	1	1	1	0	2	0	0	0	0	0	0	124	0	0	361	0	5	0	0	13	0	0	0	0	0	0	0	0	0	17	0	1	0	5	0	0	7	129	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum saburreum	0	0	7	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	59	3	0	0	0	4	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella ignava;t__Johnsonella ignava ATCC 51276	0	0	0	0	0	0	1	0	1	0	0	0	0	0	22	1	4	46	32	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	14	0	1	0	16	0	0	0	4	0	1	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis;t__Lachnobacterium bovis DSM 14045	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum saburreum;t__Lachnoanaerobaculum saburreum DSM 3986	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	8	0	0	5	0	0	0	0	0	0	1	1	0	0	3	1	0	3	0	1	0	0	0	1	0	0	0	1	4	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phocaeense	0	0	1	0	0	0	5	0	23	0	0	0	5	2	37	0	0	22	11	0	5	0	0	0	0	0	0	4	0	9	0	0	0	7	0	9	0	0	0	0	197	4	3	0	0	1	0	0	5	3	0	0	0	0	25	0	0	35	0	1	0	0	42	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	8	0	11	0	2	0	10	0	0	0	0	2	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] aminophilum;t__[Clostridium] aminophilum DSM 10710	0	11	0	0	5	0	14	0	17	0	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	4	0	0	0	56	0	0	7	0	1	0	0	0	0	7	0	7	488	0	0	0	0	0	0	0	15	0	0	22	0	0	17	0	0	0	0	0	0	0	0	1	37	2	4	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans;t__Lachnoclostridium phytofermentans ISDg	0	0	0	0	0	0	1	0	5	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	4	0	1	0	0	0	3	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] bolteae;t__[Clostridium] bolteae 90A9	0	3	1	0	1	3	2	0	12	0	4	0	9	1	42	0	0	23	152	0	55	0	0	54	0	0	4	60	0	117	0	0	0	0	26	0	0	0	0	0	107	15	5	0	0	10	0	19	2	0	0	0	0	0	1502	0	1	2567	0	28	0	0	42	0	2	0	12	0	0	0	3	0	74	1	0	2	65	0	38	569	127	0	12	0	25	0	1	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] saccharolyticum;t__[Clostridium] saccharolyticum WM1	0	2	5	0	3	1	7	0	13	0	0	1	0	0	19	0	0	4	16	0	0	0	2	56	0	2	0	21	0	7	0	0	0	15	1	0	0	5	0	0	7	0	0	0	0	0	0	13	0	0	0	0	0	0	13	0	0	1151	0	48	0	0	9	0	1	1	0	0	0	0	1	0	2	0	0	1	1	0	8	0	253	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] hylemonae;t__[Clostridium] hylemonae DSM 15053	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	4	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] polysaccharolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] populeti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis;t__Roseburia intestinalis L1-82	1	11	2	1	38	0	13	0	38	7	0	19	2	3	62	0	0	204	69	0	52	0	21	0	0	20	0	153	0	44	0	0	0	7	8	460	1	229	2	0	109	1	0	11	2	0	0	26	0	151	6	0	0	59	775	1	24	5058	0	124	5	0	146	44	5	37	265	0	0	0	16	0	11	0	13	0	0	1	3	23	96	0	24	0	3	0	0	2	0	18	3	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis;t__Roseburia hominis A2-183	0	3	3	0	4	0	17	1	40	1	1	0	163	1	39	0	3	1982	88	2	241	0	2	6	0	5	4	85	1	32	0	0	0	9	1	1	0	3	2	0	140	2	202	530	2	3	0	85	8	13	0	0	1	0	3186	1	0	1267	0	81	0	0	17	0	0	0	5101	138	0	2	10	0	4	207	0	1	0	4	13	3	35	0	28	10	8	220	0	0	0	167	2	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] symbiosum;t__[Clostridium] symbiosum WAL-14163	0	2	9	2	3	14	2	0	11	0	2	0	0	1	2	0	0	316	100	0	245	0	0	231	0	0	2	47	3	78	4	0	0	1	0	1	0	19	0	0	240	0	0	0	3	0	0	20	2	190	0	0	0	0	668	0	20	763	0	87	0	1	34	2	1	1	170	0	10	0	107	0	13	0	0	1	0	6	6	14	949	9	61	0	7	0	0	0	0	25	2	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens;t__[Clostridium] scindens ATCC 35704	0	9	0	0	0	0	14	0	41	0	0	0	0	7	12	0	0	4	93	0	7	0	0	0	0	15	1	13	0	68	0	0	0	86	0	69	0	0	0	0	99	15	0	0	0	3	2	3	1	1	0	1	3	0	13	1	1	96	0	5	0	0	28	0	3	0	4	0	0	0	32	0	5	0	0	2	3	0	86	4	4	0	17	0	1147	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0	2	0	1	0	0	17	0	39	0	0	0	0	1	23	0	0	13	46	0	36	0	0	2	0	6	0	12	0	23	0	0	0	38	0	2	0	0	0	0	21	0	0	3	0	0	0	12	0	0	0	0	0	0	16	0	0	979	0	1	0	0	189	0	1	0	181	0	0	0	0	0	2	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Niameybacter;s__Niameybacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sinus;t__Oribacterium sinus F0268	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium parvum;t__Oribacterium parvum ACB1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis	0	2	0	0	3	0	40	0	121	0	0	0	0	2	53	0	0	94	243	0	164	1	1	11	0	26	0	63	17	94	26	0	0	75	0	3	0	1	0	0	121	0	0	1	40	0	0	21	1	2	0	0	0	0	173	0	0	2017	0	23	1	0	129	0	3	0	42	0	37	0	13	0	3	0	9	1	0	1	48	29	12	35	5	0	0	0	1	8	0	9	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum longum	0	1	0	0	1	0	2	0	4	0	0	0	0	0	6	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	91	0	14	5	0	0	0	0	4	3	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;s__Shuttleworthia satelles;t__Shuttleworthia satelles DSM 14600	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	116	13813	83610	11365	8352	11682	21517	5	17193	181051	62570	130662	270	19821	6225	122	140358	2054	1725	194069	11012	150475	9716	12043	109734	12973	21485	19829	3347	635	269	22	164515	2216	116301	122730	130632	1744	377	177190	3419	8734	598	9583	427	15465	96	1256	971	28409	132210	775	1224	127112	1709	2477	97122	34765	36312	16939	3896	19	4260	28759	14325	1354	8	5224	456	94	1671	8175	890	163	13812	2565	4343	101	5126	9192	2636	274	2833	898	3904	39	4269	9443	150	1432	2840	5	13	3	2	3
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum;t__Erysipelatoclostridium ramosum DSM 1402	5	12481	18	19	3	6	69	1	17509	40	22890	1	1	19039	778	16	27	1	42	2	3	3	12	0	2	205	37	1	3	0	3	1	0	28093	5	112664	4	80110	758	1	3	0	1	4	3	2	3	162	0	5	2	0	2	76	668	12	3	7	5	55	24024	0	2	1	36	9	2	825	7	4	1	0	808	1	5637	0	56	238	577	5429	12	5	88	4	0	1	6	0	0	117	1022	0	0	0	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii;t__Intestinibacter bartlettii DSM 16795	0	5	0	0	9953	0	3	1	4	2193	0	20	1	49	25	0	0	644	60	7	52	0	31	0	0	82	1	66	0	23	9	1	0	0	3	1	1231	0	0	0	495	0	6	0	0	0	0	26	2	75	1819	1	0	80	1270	0	35	14	0	1	6	0	2	24	0	365	0	0	0	0	2	0	0	1	44	2	0	0	10	0	0	0	12	8	347	0	0	3	0	28	4	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;t__Clostridioides difficile 630	0	15	1	9	36	139	1	0	4	8	0	46	27	1	64	0	6	549	3500	1	33	0	56	1	0	110	0	194	0	950	0	0	0	0	179	26	0	0	1	1	145	0	45	6	0	0	0	72	0	144	5	1	0	164	274	0	28	11	0	0	3839	0	2	41	1	31	0	0	1	0	15	0	4	0	68	1	1	1	3	0	2	0	401	20	0	1	0	0	0	37	6	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0	1	0	0	160	0	0	0	1	25	0	0	7	1	0	0	1	20	11	0	1	0	7	0	0	48	0	7	0	4	0	0	0	0	0	0	14	0	0	0	8	0	15	0	0	0	0	4	0	1	17	0	0	11	17	0	5	3	0	1	17	0	0	2	1	3	0	0	0	0	0	0	0	0	12	0	0	0	1	0	1	0	2	23	8	0	0	0	0	1	2	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter ruminantium;t__Oscillibacter ruminantium GH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	288	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__Peptococcus niger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfotomaculum;s__Desulfotomaculum acetoxidans;t__Desulfotomaculum acetoxidans DSM 771	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__[Clostridium] hiranonis;t__[Clostridium] hiranonis DSM 13275	0	0	67	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	6	0	3	0	0	0	76	0	0	0	0	0	1042	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Asaccharospora;s__Asaccharospora irregularis;t__Asaccharospora irregularis DSM 2635	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor;s__Filifactor alocis;t__Filifactor alocis ATCC 35896	0	0	0	0	0	0	14	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	23	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__Faecalibacterium prausnitzii A2-165	6	15	0	9	2349	0	4	0	22	0	7	50	4	2435	35	56	0	44	343	2	85	0	1	9	0	6	4	8	0	5484	19	0	0	0	6	279	1	1	3	1	23	0	2	2	1868	14	0	32	2	2	0	6	3	0	503	1	4	2666	2	78800	13	0	0	0	3	0	3225	5	15	0	2	1	1	0	1	2	1	0	9	6	12	36	8	4	2	0	1	0	0	106	1734	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis;t__Anaerotruncus colihominis DSM 17241	1	4	3	1	15	10	0	0	5	0	447	0	253	126	17	1	0	10	82	0	24	0	0	136	0	1	0	1	1	66	3	0	0	0	0	0	0	13	0	1	52	0	447	0	13	3	0	29	0	0	0	0	0	1	45	1	0	264	0	363	0	0	11	0	1	3	1128	101	1	0	3	0	3	0	1	1	6	7	120	74	574	2	175	0	30	0	0	0	0	20	13	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio;s__Acetivibrio ethanolgignens	0	5	2	1	1	1	4	0	22	0	0	13	926	33	1	1652	0	5	16	1	0	0	2	0	0	4	2	7	0	6	0	0	0	0	0	3	0	13	1	0	70	1	685	1	0	1	0	23	0	0	0	0	0	32	145	3	0	56	20	0	0	0	969	0	2	1	1	0	1	0	6	0	86	1	0	0	14	0	763	350	19	0	4	1	0	0	2	0	0	8	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius;t__Peptostreptococcus anaerobius VPI 4330 = DSM 2949	0	0	0	0	8	0	0	0	0	3	0	0	4	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	3	7	0	0	3	0	4	0	0	0	0	1	0	127	0	0	0	0	0	0	1	33	0	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	24	0	5	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoanaerobacter;s__Peptoanaerobacter stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
